GDNF	4232	glial cell derived neurotrophic factor	98	27	glial derived neurotrophic factor | glial cell line derived neurotrophic factor | glial cell derived neurotrophic factor | hGDNF | Atf2 | GDNF-expressing | ATF-2 | ATF-1 | GDNF-family | 	7552352,9466405,10233776,12460607,15269337,15334192,15614785,15893581,16313502,17186374,18661234,18718866,19061857,19639292,19777341,20146928,20206619,20404047,20506409,20609110,21056667,21435392,21694734,22936246,23300470,23717608,23735822,
TF	11740	transferrin	65	27	transferrin | 	9418974,9972870,11198714,11603805,11978855,12153331,12427837,12505649,15105271,15488315,16316525,16806953,17028426,18452889,18565815,18794901,19061857,20035287,20228810,21419122,22395208,23606727,23890587,24090639,24128993,25061619,20301289,
COX8A	2294	cytochrome c oxidase subunit 8A (ubiquitous)	56	27	COX-1-deficient | COX-2-derived | COX-inhibitor | COXs | COX-negative | 	8186718,7595643,7726155,9175105,9757041,11846093,11850598,14736793,15824347,15850669,15860413,16495941,16647138,16677768,16806953,17092649,17629358,17929312,17956319,18093696,18625223,20217538,21939657,24373543,24522085,24917879,20301382,
CHL1	1939	cell adhesion molecule with homology to L1CAM (close homolog of L1)	49	27	neural cell adhesion molecule | CALL | CHL1 | Chl1 | 	9300412,10199607,10751678,10908608,11336779,11856873,11857550,11984840,12125071,12751467,12812975,14660786,15659612,15927687,16023586,16049933,16624297,16836633,17036314,17513116,17765737,18786562,19214804,20101686,21596030,21694734,22651102,
PRL	9445	prolactin	47	27	prolactin | PRL | 	3114114,1471876,9380206,10099036,10768143,11739333,11879371,12207968,12551733,12629542,12751467,14700552,14872028,15356064,15820344,16052044,16355811,16373242,17604107,18469673,18616955,18621942,18842366,19729208,21056667,23134822,24405794,
ADCYAP1	241	adenylate cyclase activating polypeptide 1 (pituitary)	631	26	adenylate cyclase activating polypeptide | PACAP-staining | PACAP-mediated | PACAP-induced | PACAP-binding | PACAP-related | PACAP-VIP-secretin-glucagon | PACAP-specific | PACAP-encoding | PACAP-immunoreactive | PACAP-deficient | PACAP-stimulatory | PACAP-pcDNA3.1 | PACAP-hybridizing | PACAP-containing | PACAP-expressing | PACAP-27-containing | PACAP-27-binding | ADCYAP1 | PACAP-overexpressing | PACAP-treated | PACAP-preferring | 	8746541,9677397,9689127,10420472,10467267,10650947,10965909,11193816,11356873,11357950,11745649,11891769,12145407,12409210,14515353,15067323,16454764,16462603,16641377,16723209,16888153,16989910,18036580,18055122,18098289,24705860,
FXR2	4024	fragile X mental retardation, autosomal homolog 2	338	26	FXR2 | fxr2 | hFXR2 | Fxr2 | 	9259278,9817930,10556305,10686356,10912798,11019488,12751467,12867085,15215302,15516998,15680513,15818485,15968590,16510718,16675531,17254795,17848915,18589395,18930145,19214804,19244359,19464371,20442204,21072162,22351071,25552647,
PWCR	9710	Prader-Willi syndrome chromosome region	269	26	PWS | PWS-like | PWS-patients | PWS--neonatal | PWS-defining | 	9354807,10645655,11424049,12354312,12466337,12870238,14700552,16564757,16829351,17072695,17181601,17435464,17437511,17848915,17934657,17978792,18046442,18226259,18923513,19421899,19748638,21454045,21834028,23401328,24947991,20301323,
KCNQ2	6296	potassium voltage-gated channel, KQT-like subfamily, member 2	253	26	KCNQ2-positive | Kv7.2 | KV7.2 | BFNC | EBN | 	9579893,9642538,9827540,10987573,11038262,12751467,14762142,15516997,15720253,15901787,15927687,16154661,17099361,17343748,17651418,18238816,18577704,19167866,19699774,19733209,20824453,20926649,21710140,21811129,23251762,23562239,
ABCC1	51	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	127	26	multidrug resistance protein | ABCC1-knockout | MRPs | ABCCs | Mrp1 | MRP | ABCC | MRP1 | 	12663688,14568021,14636316,14994922,15134571,15717060,16011870,16193381,16361082,16409553,16504477,16708052,17043155,17045309,17482840,17597651,17910594,19061857,19357816,19505448,19625998,19729208,20216337,20217538,21118087,22565165,
HLA-B	4932	major histocompatibility complex, class I, B	101	26	hla b | lymphocyte antigen | B*4601 | HLA-B | 	15894402,17284096,17509004,18627414,18637831,19262378,19694795,20831525,20536533,20833111,21071176,21162913,21169235,21216202,21676164,21917426,22003912,22053601,22429379,22533645,22955130,23452606,23610150,23649893,23829937,25124890,
CD4	1678	CD4 molecule	66	26	CD4 | hCD4 | 	8714518,9548518,10561522,12871095,15193289,16120382,16802717,16969364,17641261,17719647,18093740,18223167,18328784,18786256,19061857,19733209,19756021,21470954,21255222,22099198,24096619,24394995,24589341,24736120,25647527,27061881,
VIP	12693	vasoactive intestinal peptide	45	26	vasoactive intestinal peptide | 	8746541,8627335,9015822,9677397,9689127,10501223,10650947,10965909,11356873,11357950,11738858,12855416,12966176,14515353,15067323,16454764,16641377,16723209,16989910,17088867,17719647,18036580,18562786,19639292,22395208,24705860,
XDH	12805	xanthine dehydrogenase	40	26	xanthine oxidase | xanthine dehydrogenase | XDH | 	5773483,5441549,69167,398760,6997882,6413778,6093764,3877898,1665836,2403027,2033516,8005515,8302261,7549942,7590396,8988323,9415683,9464646,9634514,10818402,15047979,15862921,19096112,19513830,20148281,21112224,
ARX	18060	aristaless related homeobox	373	25	aristaless related homeobox | Arx | ISSX | ARX-related | Arx-ablated | ARX-linked | ARX-polyalanine | 	12359145,12751467,14992814,15021241,15376319,15614781,15921227,16007083,16506138,17490853,18329113,18469675,18509041,18799476,18842366,18923043,19864038,20148114,20538404,20845763,21426321,21694734,23968833,24122442,24742460,
MTHFR	7436	5,10-methylenetetrahydrofolate reductase (NADPH)	206	25	5 10 methylenetetrahydrofolate reductase | MTHFR | Mthfr | 	732831,854378,2854737,3939530,4080447,8124871,9605586,10961793,12044443,12751467,15073531,15201366,15834031,16773467,16894458,19262378,20121554,20490923,20638879,20638882,21388746,21490592,21543238,23382314,25324876,
EGR1	3238	early growth response 1	164	25	krox 24 | early growth response protein 1 | ngfi a | krox24 | zif268 | early growth response 1 | krox-24 | EGR1-like | EGR-1 | NGFI-A | Egr1 | KROX-24 | KROX24 | Krox24 | egr1 | Egr-1 | Krox-24 | Zif268 | 	8345107,7948839,7593360,7769989,8985707,9300412,9344557,9987007,10080384,10915805,11750069,12788036,15708479,16240350,16342619,16417873,17191130,18062938,18385267,18559922,19109909,19457122,19481570,19700661,23638902,
CREBBP	2348	CREB binding protein (Rubinstein-Taybi syndrome)	136	25	creb binding protein | CBP | RTS | RSTS | CBP-dependent | CBP-deficient | CREBBP | 	9300412,11115729,11694877,12175877,12788036,15199138,15207239,15893581,16014725,16397579,16786226,17191130,17998807,18180303,18329113,18674649,18717648,18792986,19287316,19938080,19940543,20940508,21847097,20301699,25675181,
SLC12A5	13818	solute carrier family 12, (potassium-chloride transporter) member 5	130	25	KCC2 | 	10187864,10793196,11445278,12354637,12689771,15210304,15516997,15813942,16475138,16709666,17045484,17904674,17910576,18093696,18093740,18550034,18759624,19720568,20637866,21237234,21256718,24095797,24671870,26043076,26388734,
HDAC9	14065	histone deacetylase 9	119	25	HDACs | HDAC-dependent | HDAC-binding | Hdac | 	15207239,15314285,15737665,16598677,16786226,17012225,17468742,17537967,17965607,17998807,18212493,18674649,18717648,18955571,19287316,19661183,20021450,20503316,20962230,21170301,21185361,23542004,24291671,25091230,26378079,
GRIK2	4580	glutamate receptor, ionotropic, kainate 2	113	25	glutamate receptor 6 | GluR6-mediated | GluR6-deficient | GluR6-containing | GLUR6 | GRIK2 | mGluR6 | 	9848088,10051761,10736372,11074268,11077068,11223165,15389769,15686970,15857425,16137576,16361114,16375723,17062563,17099361,17870057,18093696,18452889,19238151,19417176,20472138,20519532,20826656,21694734,21710140,21978141,
MKI67	7107	antigen identified by monoclonal antibody Ki-67	105	25	ki 67 | ki67 | Ki67-positive | Ki-67 | 	8943076,11440433,11769312,16462201,16771838,17049346,17186374,17442246,18036580,18661234,18784294,18786562,18955049,19056494,19309040,19318807,19371735,19486010,19734894,19782683,20680301,21533525,23303048,24399015,25677876,
PLAT	9051	plasminogen activator, tissue	82	25	plasminogen activator | t pa | PLAT | TPA | tPA-dependent | tPA-mediated | tPA-deficient | tPA-catalyzed | 	9169529,10570208,12040499,14531278,15716416,16465451,17040480,17191130,17254795,18093740,19061857,19410009,19527776,19535947,19717532,19948833,20219643,20381588,25961991,21383198,21711233,22293605,22395208,23263886,24671870,
CHRNA9	14079	cholinergic receptor, nicotinic, alpha 9	71	25	acetylcholine receptor | 	7023616,8232906,10549128,10561522,10751678,10904966,11119696,11744105,12040510,12679146,12751467,14600748,15017339,16598677,17052216,17959805,17981562,18786562,18793655,19214804,19639292,20153950,20824453,21093502,21753767,
GLUL	4341	glutamate-ammonia ligase (glutamine synthetase)	66	25	glutamine synthetase | glutamate ammonia ligase | 	10509371,12505649,14511393,15338308,15517312,15850669,15921884,16095760,16495941,16714485,17115168,18281203,18573305,19170755,19183851,19362806,19643577,19710312,21138736,22363787,24060152,24280215,24412540,24623040,25345404,
MAX	6913	MYC associated factor X	51	25	MAX | Max | Max-Planck | max | 	9726649,10443546,10882038,11336779,11445181,11978855,12427860,12493535,15525759,15550575,15670717,15814569,15860413,16095760,16399702,16460711,17363260,17468742,17728457,17895407,18249422,18385267,18652899,19212759,19417176,
LAMC2	6493	laminin, gamma 2	40	25	CSF-specific | CSFs | 	2411449,10509371,12175864,12629542,14567959,15517312,15519530,15755675,16495941,17215396,17498878,17699670,17959805,17986930,19605630,19675232,20663517,20951500,22357718,22395208,22611619,22911482,23203776,24096619,24269118,
REST	9966	RE1-silencing transcription factor	257	24	neuron restrictive silencer factor | re1 silencing transcription factor | REST | REST-mediated | XBR | NRSF-mediated | REST-dependent | REST-silenced | REST-regulated | nrsf | Nrsf | 	11119696,12751467,14733910,17468742,18054394,18674649,18691967,18717648,18771760,19218269,19287316,19631241,20126541,20926649,21339379,21396985,21905079,22266371,22810393,23216574,23250796,24425186,25092546,25483109,
SYN1	11494	synapsin I	227	24	synapsin i | SynI | Syn-I | SYNI | SYN1 | Syn1 | 	9700837,10751678,10817614,11489347,14985377,16344150,16375723,16963290,17070505,17157273,17468742,18955571,19631241,20524136,20804820,20846710,21441247,22571925,23033162,23250796,23406870,23818987,24280219,24312498,
TFAP2A	11742	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	102	24	ap 2 | ap 2alpha | AP-2 | Tfap2 | Ap-2 | AP-2- | AP-2alpha | TFAP2 | 	10612627,10751678,11072094,11563628,11694877,11852270,15123022,15550575,15930016,16011839,16545924,16647138,16788044,16806297,16831414,17141336,17513116,17585956,18046310,18455706,19481570,19571888,20203623,20228810,
RHOA	667	ras homolog gene family, member A	89	24	RhoA-induced | RhoA-binding | RhoA-positive | RhoA-specific | 	11790300,11998687,12915445,12932438,14730308,15026118,15034583,16432194,16723529,17604107,17728457,18004590,18032586,18329113,18343202,18451862,19036346,19401147,19700661,20101519,21209193,21989057,22014163,22710967,
GRM3	4595	glutamate receptor, metabotropic 3	77	24	gluR3 | GluR3 | GLUR3 | GRM3 | mGluR3 | mGlu3 | 	9347614,10515165,10736372,10744030,10758147,10837796,11077068,11119696,11483247,12751467,12909079,15234100,16011839,16375723,16495941,17099361,17446080,18329113,18346726,18616955,18846436,23023733,24162932,25081016,
DHCR7	2860	7-dehydrocholesterol reductase	445	23	smith lemli opitz syndrome | 7 dehydrocholesterol reductase | SLOS | Dhcr7-deficient | hDHCR7 | DHCR7 | DHCR-7 | 	5349196,1354158,8259166,7632194,7706951,8209913,8209917,8209919,8884563,9548596,11001806,11001807,11809505,14631207,15580635,15670717,16280635,17714750,17848915,18951487,19440746,20800683,20301322,
AQP4	637	aquaporin 4	251	23	aquaporin 4 | AQP4-deficient | AQP4-dependent | AQP-4 | Aqp4 | 	7739683,15517312,16495941,16564496,17984171,18093740,18176865,19211496,19362806,19448080,19737535,21255222,21552296,21996149,22248325,22395208,22484281,22714714,23134496,23684954,24429754,24777283,26058696,
IGBP1	5461	immunoglobulin (CD79A) binding protein 1	211	23	ALPHA4 | alpha-4 | alpha4 | 	9259383,10493732,10561522,10999528,11744105,15755675,15802192,15895085,16000229,16091474,16714485,16895979,16901909,17079662,17512983,17981562,17986225,18346939,18382465,19252481,19632051,20381588,21439793,
ABCG2	74	ATP-binding cassette, sub-family G (WHITE), member 2	134	23	breast cancer resistance protein | abcg2 | MRX | Bcrp1 | BCRP-expressing | Bcrp | ABCG2 | 	10655063,12207950,14994922,15034583,15717060,16011870,16014725,16409553,16529607,17112801,17597651,17910594,19061857,19167193,19357816,19505448,19625998,19729208,20217538,21118087,21449672,22395208,25645391,
IL10	5962	interleukin 10	124	23	il 10 | interleukin 10 | IL-10 | 	8714518,12628754,15614785,15850669,16166810,16462603,16647138,16672647,17250626,18182227,18223167,18661234,19729208,20442815,20951500,22098490,23478657,23735822,24096619,24098559,24397543,24590842,24857811,
GJA1	4274	gap junction protein, alpha 1, 43kDa	122	23	connexin 43 | connexin43 | CX43 | Cx43 | Gja1 | 	8985698,9184118,9437659,10343969,11072094,11115729,12364515,12453480,12751467,12859682,14636335,16413123,16495941,18006137,18284929,18955049,19605630,19710312,20559719,21165697,21509656,23086105,23134496,
SMN1	11117	survival of motor neuron 1, telomeric	88	23	spinal muscular atrophy | SMN | SMA | Sma | SMN1 | 	10967649,11115729,12554860,12751467,12878704,12915451,15232246,15464890,15680513,17343748,17514714,17728457,17939777,17998807,18093976,18929657,19383090,19699774,20887784,22351071,23077215,23887481,25847462,
CCK	1569	cholecystokinin	56	23	cholecystokinin | CCK-like | CCK-positive | CCK-releasing | 	6207511,2871723,1675046,8871784,9015822,9334386,10071707,10736372,11324440,11961586,12751467,12887433,16714485,16819624,16828199,17073745,17512983,17604107,20705520,21518569,24705860,24808888,26177381,
SHH	10848	sonic hedgehog homolog (Drosophila)	51	23	sonic hedgehog | sonic hedgehog homolog | SHH | HPE3 | 	9689127,11193816,12357985,12461181,12751467,14631207,15465426,15670717,16723209,16888153,16989910,17848915,18036580,18329113,18786562,18930145,18955049,19015669,20097287,20146928,21266456,21995818,26254735,
DMD	2928	dystrophin (muscular dystrophy, Duchenne and Becker types)	463	22	dystrophin | DMD-associated | BMD | dystrophin- | dystrophin-like | 	1307251,7833916,8568939,9702783,9761316,10751678,12028357,12044443,12138249,12751467,14623885,15269337,15517312,16495941,17923109,18329113,18463264,19401147,19546860,22338606,22810393,24777283,
LGI1	6572	leucine-rich, glioma inactivated 1	290	22	leucine rich glioma inactivated 1 | LGI1-mediated | LGI1-linked | epitempin | LGI1-mutated | LGI1-expressing | Lgi1 | mLGI1 | Epitempin | LGI1-negative | 	12095917,12751467,15021241,16545924,16787412,18563303,19701204,19796686,19833108,19835947,20133599,20524136,21618827,20659151,20659958,20663977,21569517,22496201,22911482,23551014,23621105,25346110,
EPM2A	3413	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)	259	22	lafora disease | laforin | Epm2a | EPM2 | LDE | EPM2A | lde | 	9774832,10987573,11220751,11355878,12751467,15102711,17118331,17803050,17952067,18676360,19500159,19529779,20453062,20818153,20818165,21077101,21728993,21742036,21965301,23408434,24131995,24472629,
ABCC2	53	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	164	22	MRP2-deficient | ABCC2 | Abcc2 | Mrp2 | MRP2-mediated | ABCC2-deficient | 	12663688,12699350,14636316,16011870,16361082,16504477,16708052,17043155,17045309,17112801,17597651,19167193,19415824,19505448,20216337,20217538,21449672,21799461,22188362,22256867,22565165,22630058,
TRH	12298	thyrotropin-releasing hormone	130	22	thyrotropin releasing hormone | TRH-containing | TRH-stimulated | Trh | 	6338343,6207511,2871723,3114114,1359374,8388190,8971761,10443546,10646658,11739333,11790300,12751467,14725628,15571756,15598685,16207875,17604107,18842366,19481570,22017410,23303048,24705860,
KCNQ3	6297	potassium voltage-gated channel, KQT-like subfamily, member 3	117	22	Kv7.3 | KCNQ3 | EBN2 | 	9827540,10553579,10987573,12751467,14762142,15516997,15720253,15901787,15927687,16154661,17099361,17651418,18238816,18577704,19167866,19605630,19699774,19733209,20824453,20926649,21710140,23251762,
PSEN1	9508	presenilin 1 (Alzheimer disease 3)	97	22	presenilin 1 | presenilin1 | PS1- | FAD | PS1-deficient | PSEN1 | 	11059791,11115729,12751467,12906797,14660786,15055444,15230697,15269337,15380068,15862185,16397579,16831414,17157273,18187157,18469675,18782632,18955571,19041304,19132532,19204149,21822699,23179590,
MYH14	23212	myosin, heavy chain 14	52	22	DFNA4 | myosin | MYH14 | 	10052404,10751678,11998687,12044443,12147688,12791441,15621528,15800193,15861180,16121806,17105769,17217053,17714453,17942731,17986930,18004590,18463892,19022414,19036346,19211496,20419149,22009348,
POF1B	13711	premature ovarian failure, 1B	40	22	premature ovarian failure | 	9647544,10854106,11879371,12407031,12751467,12952862,14872028,15215302,15356064,16161415,17136426,17166860,17279084,17804960,18413472,18472227,18628675,19465673,21660468,23557641,24157186,24830590,
NR3C1	7978	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	38	22	glucocorticoid receptor | nuclear receptor subfamily 3 group c member 1 | NR3C1 | Nr3c1 | 	8022534,9829688,10913780,10971811,11603619,12867085,14630699,14994289,15199138,15850669,15861180,16300905,16647138,17012225,17112801,17848915,18472227,19507062,20472134,22787593,23179590,25064045,
GSTCD	25806	glutathione S-transferase, C-terminal domain containing	27	22	glutathione s transferase | 	8636066,11877424,12493535,12932438,14618241,14730308,15067323,15598685,16193381,17112801,17468742,17728457,18573305,18930145,19262378,19546860,20347981,20519532,20691658,21209193,22437342,24107455,
OPHN1	8148	oligophrenin 1	578	21	oligophrenin 1 | oligophrenin1 | Ophn1 | ophn1 | OPHN1-linked | OPHN-1 | OPHN1-positive | OPHN1-expressing | MRX60 | 	9582072,11998687,12207950,12788036,12845702,12915445,12932438,13679116,15026118,15034583,15574732,16274646,16506138,17105769,17728457,18004590,18329113,19481455,19487570,19783417,21874017,
PAFAH1B1	8574	platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa	177	21	PAFAH | Lis1 | LIS1 | lis-1 | LIS-1 | Lis1-deficient | MDS | PAFAH1B1 | LIS1-associated | 	10987573,11262727,11829339,12040900,12764037,15254012,15921227,16215456,16647138,17409252,17997185,18329113,18446829,18469675,19734894,19864038,20599530,20688183,21222180,21423666,22393875,
KCNA1	6218	potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia)	167	21	voltage gated potassium channel subunit kv1.1 | hKv1.1 | Kv1.1 | mbk-1 | KCNA1 | EA1 | Kcna1 | Kv1.1-mediated | 	10987573,12751467,16100538,16410023,16455265,16990009,17395136,17575281,17651419,17982453,18407364,18727953,18773962,19699774,19701204,19833108,20146928,20824453,20826656,21371023,20301785,
CYFIP1	13759	cytoplasmic FMR1 interacting protein 1	139	21	cytoplasmic fmrp interacting protein 1 | cytoplasmic fmr1 interacting protein 1 | CYFIP1-depleted | Sra-1 | Sra1 | CYFIP1-dependent | SRA1 | Cyfip1 | 	11438699,12818175,12867085,15385157,15680513,15861180,17435464,17519220,17848915,18004590,18226259,18668039,18805096,19214804,19244359,20188650,20228810,22009348,22351071,22900020,24050404,
GSK3B	4617	glycogen synthase kinase 3 beta	106	21	glycogen synthase kinase 3 beta | GSK3beta | GSK-3b | GSK-3beta | 	11115729,16891409,17118331,17719647,17848915,18955571,19014379,19132532,19384566,20386739,20600866,20658986,21056667,22323720,22850744,23265840,24219064,24636797,24884462,24952363,26240334,
S100A10	10487	S100 calcium binding protein A10	64	21	P11 | P10 | 42C | S100A10 | S100a10 | 	10704505,11588188,12175877,12935910,15210304,15380115,15548671,16316743,16359920,16499752,17070505,18093696,18414393,18834920,18855017,19401147,19442733,19605630,19643577,21209193,24671870,
CD40	11919	CD40 molecule, TNF receptor superfamily member 5	63	21	tumor necrosis factor receptor superfamily | CD40 | p50-deficient | 	11425894,12404007,15516998,15571756,15680513,15850669,15861180,16397579,18223167,18455351,19712053,20188215,20965234,21435392,22759592,23179590,24096619,24553459,24657679,24671870,24757498,
TUBA1B	18809	tubulin, alpha 1b	59	21	alpha tubulin | 	8414177,7838377,8867287,9390996,11425894,14992814,16286931,16413123,17209129,17254795,17336771,17366478,17417632,17442246,18321984,18329113,18835717,19675232,19734894,20935173,21145942,
HTT	4851	huntingtin	54	21	huntingtin | mHtt | Htt | htt | 	10739639,11115729,11746372,12044443,12493535,12788036,16375723,16381805,16397579,16831414,17442827,18382465,18478527,18717648,18790819,19036346,19631241,19639292,20491647,20721566,24096619,
BCL2L1	992	BCL2-like 1	48	21	bcl x | bcl xl | Bcl2l1 | bcl-xL | Bcl-X | Bcl-x | 	9364064,10080384,11115729,11259777,14653227,15679502,15894402,15987247,16397579,16651883,16712812,17058267,17186374,17356385,18281021,19362806,19442733,21722408,22537092,22991042,23900139,
PDGFB	8800	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	32	21	platelet derived growth factor | platelet derived growth factor beta | PDGF-B | SSV | PDGF-beta | 	1611773,7519254,8811510,9097029,11054800,11603805,11850598,12891682,15210307,15708479,15755683,16820800,16989910,17088867,17186374,17437409,17604107,17988802,18385267,20097287,24162932,
DNASE1	2956	deoxyribonuclease I	26	21	dnase i | Dnase-1 | DNase-1 | 	9406888,9813346,10900018,15067323,15175651,15246112,16000229,16375723,16672647,16969364,17895407,18223167,18321984,18407364,18556211,18771760,19279261,19357816,19527776,19700661,20826656,
ARHGEF6	685	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	233	20	cool 2 | rho guanine nucleotide exchange factor 6 | pak interacting exchange factor | alpha pix | cool2 | MRX46 | ARHGEF6 | alphaPix | Cool2 | alpha-PIX | Cool-2 | alpha-pix | alphapix | Arhgef6-deficient | alphaPIX | 	11998687,12207950,12499396,12915445,12932438,13679116,15026118,15574732,15649357,15800193,16506138,17105769,17215396,17728457,18004590,18329113,19036346,20228810,21989057,22554054,
STAT3	11364	signal transducer and activator of transcription 3 (acute-phase response factor)	85	20	stat3 | signal transducer and activator of transcription 3 | Stat3 | STAT3-dependent | 	10383053,12504590,14597225,15199138,15269337,15694837,16455265,16462201,17073745,17442246,18674649,19605630,19712053,20613633,21435392,21833841,22759592,22855155,23744272,24096619,
DICER1	17098	dicer 1, ribonuclease type III	76	20	dicer 1 | dicer1 | dcr1 | Dicer-1-Ago1 | Dicer1 | 	12867085,14703574,15464890,15516998,15659339,15680513,16092937,16723529,16957381,17209129,18054394,18674649,18786256,19005053,19487564,20197067,22351071,22779005,22810393,24553459,
GRIA3	4573	glutamate receptor, ionotrophic, AMPA 3	75	20	glur c | glutamate receptor subunit 3 | glutamate receptor 3 | glutamate receptor subunit3 | GluR3 | GLUR3 | GluR3-immunized | mGluR3 | GRIA3 | GluR3-specific | GluR-C | 	8182436,9397013,9856858,10688787,11687274,11889232,12682273,15264227,15694259,16819533,17150306,17191130,17437409,17554622,17568425,18093696,18409535,18585369,19449417,25081016,
SLC6A3	11049	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3	68	20	dopamine transporter | DAT-stained | DATs | DAT-staining | Slc6a3 | DAT-neurons | 	3274640,9037538,9175105,10372507,10553987,12052539,15120250,15210307,15814818,15850669,16052243,16545783,16714485,17088867,19014379,21056667,21092260,21752258,24094712,24825961,
CD9	1709	CD9 molecule	67	20	mrp1 | mrp 1 | CD9 | 	11834590,11990779,12699350,15850669,16011870,16193381,16361082,16409553,16708052,17043155,17482840,17597651,18093740,18241990,18473823,19357816,19505448,19625998,19729208,20217538,
OPRD1	8153	opioid receptor, delta 1	41	20	opioid receptor | OPRD1 | 	8985692,9066357,9593956,9747665,10758169,12427860,15134571,15582832,15795687,16714485,18717648,18786562,19393386,19481570,19639292,20705520,23077646,23638492,23700645,24162932,
LPAL2	21210	lipoprotein, Lp(a)-like 2	40	20	apolipoprotein a | apolipoprotein a  | apolipoprotein a  | apolipoprotein a  | apolipoprotein a  | apolipoprotein a  | apolipoprotein a  | apolipoprotein a  | apolipoprotein a  | apolipoprotein a  | 	2807620,1836088,10686180,11403974,12111614,14520653,15073531,16040191,16095751,16121806,16122874,16188578,16926067,17498878,17597167,18464295,19184102,19204149,20519057,23269212,
MT-TK	7489	mitochondrially encoded tRNA lysine	39	20	MERRF | MERRF-specific | Merrf | 	3184752,2117841,1755869,8186718,8363469,8525809,8717314,8649580,8803815,9315896,9700597,9914528,11850598,12702922,15509579,16120382,19268975,19730927,20411357,24917879,
CA2	1373	carbonic anhydrase II	37	20	carbonic anhydrase ii | carbonic anhydrase ii ca ii | CA2 | CAII | 	8127074,9300412,10529447,10744030,10837796,11830265,12763100,12767918,14759499,15694259,15814818,15894402,16825953,17446080,17762320,17870057,18534255,20609565,21093549,24128677,
TGFA	11765	transforming growth factor, alpha	34	20	transforming growth factor | transforming growth factor alpha | TGF-alpha | 	7809085,10736372,10868778,12578975,15850669,16160063,16375723,16397579,16647138,18223167,18385267,19204149,19605630,21542844,22395208,22759592,22936246,24082824,24162932,25064045,
C20orf181	16174	chromosome 20 open reading frame 181	32	20	tissue plasminogen activator | 	9169529,10570208,14531278,15017339,15716416,17223089,17254795,18195587,19061857,19410009,19717532,20133048,20219643,21383198,21640609,22293605,22395208,23263886,24487266,24671870,
DNM3	29125	dynamin 3	30	20	dynamin | 	10751678,10818153,11877424,12077189,12428759,15199138,15385157,15694837,16455265,17088867,17514195,19401147,20035287,20203623,20228810,21035105,22009348,23597828,26604000,26783368,
ACHE	108	acetylcholinesterase (Yt blood group)	29	20	acetylcholinesterase | 	10561522,11060751,12149413,14527505,16714485,16773467,17279084,17604107,18063409,18635022,18786562,19574929,19639292,23052190,23179590,23461849,23492931,23772955,24041458,24881594,
COX8B	31395	cytochrome c oxidase, subunit 8B pseudogene	24	20	cytochrome c oxidase | 	1611773,8525809,7595643,7726155,8941270,12504210,14648337,14736793,15461674,16337777,16410023,17956319,18392741,20159436,20411357,22036850,24331360,24917879,25027558,20301382,
KCNB1	6231	potassium voltage-gated channel, Shab-related subfamily, member 1	22	20	voltage gated potassium channel | Kv2.1 | 	7739683,9480290,9642538,10904966,10987573,11517252,17313824,17343748,18773962,19167866,19357268,20420173,20685971,20824453,21592118,21670396,21710140,22911482,23551014,23597520,
RASGRF1	9875	Ras protein-specific guanine nucleotide-releasing factor 1	22	20	guanine nucleotide exchange factor | 	11998687,12207950,12499396,12788036,12909079,15210307,15649357,15659339,15800193,16510718,16684786,17105769,17157273,17981578,18004590,18463892,19036346,19494129,20228810,21989057,
GABRQ	14454	gamma-aminobutyric acid (GABA) receptor, theta	21	20	gamma aminobutyric acid receptor | 	10900018,19007763,20641274,20641292,20641359,20641364,20641479,20641518,20641612,20641622,20641816,20641889,20642007,20734500,20734501,20641745,22169095,20641241,25600369,26177381,
ATRX	886	alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae)	128	19	x linked nuclear protein | alpha thalassemia/mental retardation syndrome x li | Rad54 | XNP | XNP-coding | Atrx | ATR-X | XH2 | Xnp | ATRX | ATRX-associated | ATRX-depleted | 	8162050,8644709,12788036,12953102,15199138,16212558,16506138,16688741,18329113,18717648,19020049,19340490,19406101,20163734,21209221,22759592,23530248,24375390,25395668,
HTR1A	5286	5-hydroxytryptamine (serotonin) receptor 1A	128	19	5 ht1a | 5 ht1a receptor | HTR1a | 5HT1A | 5-HT1A | Htr1a | 5-HT1a | 5-HT1A-receptor | 	12629542,12751467,15571756,15993434,16300905,16324784,16720804,17447257,17848915,21346733,22787593,23136678,23333373,23516322,23992341,24321434,24636797,25497735,25600995,
ADIPOQ	13633	adiponectin, C1Q and collagen domain containing	99	19	adiponectin | adipocyte | adipocyte-specific | 	15741651,16282359,17369778,18790819,20074705,21448846,22248325,22645062,22855155,22998375,23127262,24096619,24352293,24802182,24808888,25286962,25299635,26581601,26718500,
